CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2019-00031225,EXCHANGE TERRACE ST ,04/06/2019 11:59:56 PM,4,2019,Juvenile Matter,Not Used,No violations,0,ADaCruz
2019-00031222,136 KNIGHT ST,04/06/2019 11:50:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00031221,PINE ST & CLAVERICK ST,04/06/2019 11:39:00 PM,4,2019,Motor Vehicle Theft,11-41-1,LARCENY/U $1500 - AUTO THEFT,1,ADiaz
2019-00031215,515 S  WATER ST,04/06/2019 11:21:00 PM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,OCastro
2019-00500488,21 ATWELLS AVE,04/06/2019 11:15:57 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCute
2019-00031210,GREENE ST & WASHINGTON ST,04/06/2019 11:00:00 PM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,
2019-00500489,70 SHIP ST,04/06/2019 10:59:59 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCute
2019-00031204,DUTTON ST & ATWELLS AVE,04/06/2019 10:49:00 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,KBarth
2019-00031204,DUTTON ST & ATWELLS AVE,04/06/2019 10:49:00 PM,4,2019,DUI,31-27-2.1,Chemical Test Refusal,1,KBarth
2019-00031204,DUTTON ST & ATWELLS AVE,04/06/2019 10:49:00 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,KBarth
2019-00031201,315 MANTON AVE,04/06/2019 10:36:00 PM,4,2019,Robbery,11-39-1,ROBBERY-2ND DEGREE,1,MRudolph
2019-00031192,81 WASHINGTON AVE,04/06/2019 10:13:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00031188,5 ELMWOOD AVE,04/06/2019 10:09:00 PM,4,2019,Medical Aid,Not Used,No violations,0,MRudolph
2019-00031184,279 CHAD BROWN ST,04/06/2019 09:54:00 PM,4,2019,DUI,31-27-2.1,Chemical Test Refusal,1,CVingi
2019-00031184,279 CHAD BROWN ST,04/06/2019 09:54:00 PM,4,2019,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,CVingi
2019-00031182,14 IMPERIAL PL,04/06/2019 09:43:00 PM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,GKue
2019-00031178,280 BROAD ST,04/06/2019 09:39:00 PM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,NManfredi
2019-00031171,ATWELLS AVE & BRADFORD ST,04/06/2019 09:11:00 PM,4,2019,Article Found,Not Used,No violations,0,MRudolph
2019-00031155,308 HOPE ST,04/06/2019 08:47:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00031156,1 PROVIDENCE PL,04/06/2019 08:47:00 PM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,RAbenante
2019-00031149,7 CONVENT ST,04/06/2019 08:30:00 PM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,HNorthup
2019-00031136,12 BRIGHTON ST,04/06/2019 07:42:00 PM,4,2019,Auto Towed,Not Used,Parking or MV Violation,0,MRudolph
2019-00031130,38 PLEASANT VALLEY PKWY,04/06/2019 07:28:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2019-00031125,38 PLEASANT VALLEY PKWY,04/06/2019 07:21:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2019-00031115,HAWKINS ST & APPIAN ST,04/06/2019 07:01:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GValletta
2019-00031108,24 TAPPAN ST,04/06/2019 06:44:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00031107,99 KENNEDY PLZ,04/06/2019 06:42:00 PM,4,2019,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,TRichards
2019-00031102,825 PLAINFIELD ST,04/06/2019 06:29:00 PM,4,2019,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,KMelfi
2019-00031092,425 ORMS ST,04/06/2019 06:09:00 PM,4,2019,Traffic Violation,31-9-1,Driving Without Consent of Owner,1,JLopes
2019-00031092,425 ORMS ST,04/06/2019 06:09:00 PM,4,2019,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,JLopes
2019-00031092,425 ORMS ST,04/06/2019 06:09:00 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JLopes
2019-00031092,425 ORMS ST,04/06/2019 06:09:00 PM,4,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,JLopes
2019-00031084,133 CASS ST,04/06/2019 05:38:00 PM,4,2019,Property Damage,Not Used,No violations,0,Central Station
2019-00031072,ELMWOOD AVE & BELLEVUE AVE,04/06/2019 04:50:00 PM,4,2019,Robbery,11-39-1,ROBBERY-2ND DEGREE,1,VLopez
2019-00031072,ELMWOOD AVE & BELLEVUE AVE,04/06/2019 04:50:00 PM,4,2019,RI Statute Violation,11-1-6,CONSPIRACY - ALL OTH OFFENSE,1,VLopez
2019-00031072,ELMWOOD AVE & BELLEVUE AVE,04/06/2019 04:50:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,VLopez
2019-00031070,DRESSER ST & PONAGANSETT AVE,04/06/2019 04:47:00 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,MGuerra
2019-00031060,226 WAVERLY ST,04/06/2019 04:27:00 PM,4,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2019-00500490,15 WESTMINSTER ST,04/06/2019 04:23:26 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MCute
2019-00500491,218 CYPRESS ST,04/06/2019 04:19:41 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCute
2019-00031021,455 DOUGLAS AVE,04/06/2019 02:40:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,KRichards
2019-00031030,15 COLUMBUS ST,04/06/2019 02:38:00 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,GValletta
2019-00031017,24 TAPPAN ST,04/06/2019 02:29:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00031012,120 MANTON AVE,04/06/2019 02:12:00 PM,4,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00031005,222 ADMIRAL ST,04/06/2019 01:36:00 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,JMadeira
2019-00030988,244 WASHINGTON AVE,04/06/2019 12:29:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00030983,168 RICHMOND STREET ,04/06/2019 12:10:00 PM,4,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00030974,175 AMHERST ST,04/06/2019 11:37:06 AM,4,2019,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,LAndreozzi
2019-00030972,760 CRANSTON ST,04/06/2019 11:29:00 AM,4,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00030968,7 OLNEYVILLE SQ,04/06/2019 11:16:00 AM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2019-00030952,9 FREDERICK ST,04/06/2019 09:43:55 AM,4,2019,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,EPedchenko
2019-00030941,1 VALLEY ST,04/06/2019 08:03:28 AM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,LAndreozzi
2019-00030938,175 DOUGLAS AVE,04/06/2019 07:33:47 AM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JMadeira
2019-00030934,OLNEY ST & BROWN ST,04/06/2019 07:04:00 AM,4,2019,Medical Aid,Not Used,No violations,0,JAnnis
2019-00030932,124 DODGE ST,04/06/2019 05:20:00 AM,4,2019,Threats,Not Used,No violations,0,JCascione
2019-00030873,161 CARR ST,04/05/2019 11:19:00 PM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,KRosado
2019-00030871,ALEPPO ST & PELHAM ST,04/05/2019 11:11:00 PM,4,2019,"Assault, Threats",11-35-17,CRANK OR OBSCENE PHONE CALLS,1,LVadney
2019-00030866,GANO ST & WATERMAN ST,04/05/2019 10:43:00 PM,4,2019,Assistance Rendered,Not Used,No violations,0,TCalandra
2019-00030842,CARLETON ST & ROANOKE ST,04/05/2019 08:56:00 PM,4,2019,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,MCamardo
2019-00030837,5 MORGAN ST,04/05/2019 08:42:59 PM,4,2019,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,SSage
2019-00030832,380 HOPE ST,04/05/2019 08:21:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00030844,824 CHARLES ST,04/05/2019 08:15:00 PM,4,2019,Liquor Law Violations,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2,SPetrocchi
2019-00500492,BROAD ST ,04/05/2019 08:07:06 PM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MCute
2019-00030823,101 DUDLEY ST,04/05/2019 07:39:00 PM,4,2019,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,DHernandez
2019-00030835,824 CHARLES ST,04/05/2019 07:30:00 PM,4,2019,Liquor Law Violations,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,1,SPetrocchi
2019-00030821,129 PINEHURST AVE,04/05/2019 07:09:00 PM,4,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,MCamardo
2019-00030813,197 KNIGHT ST,04/05/2019 06:55:00 PM,4,2019,Medical Aid,Not Used,No violations,0,ASchneider
2019-00030794,100 BROAD ST,04/05/2019 05:53:00 PM,4,2019,Lost Article,Not Used,No violations,0,MMena-Torres
2019-00030782,442 MANTON AVE,04/05/2019 05:19:00 PM,4,2019,Traffic Violation,31-10-30,Driving on Expired License,1,GSion
2019-00030781,28 NORWICH AVE,04/05/2019 05:16:00 PM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JBenros
2019-00030764,190 MANTON AVE,04/05/2019 04:20:00 PM,4,2019,Traffic Violation,31-3-1,Operation of Unregistered Vehicle,1,GSion
2019-00030748,1 PROVIDENCE PL,04/05/2019 03:46:00 PM,4,2019,Article Found,Not Used,No violations,0,RAbenante
2019-00030742,493 MANTON AVE,04/05/2019 03:28:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,CCastagliuolo
2019-00030738,BUCKLIN ST & PEACE ST,04/05/2019 03:21:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GKue
2019-00030738,BUCKLIN ST & PEACE ST,04/05/2019 03:21:00 PM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,GKue
2019-00030727,HUNTINGTON AVE & DEXTER ST,04/05/2019 02:55:02 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JDeschamps
2019-00500496,92 PEMBROKE AVE,04/05/2019 02:20:15 PM,4,2019,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,MCute
2019-00030715,384 NIAGARA ST,04/05/2019 02:00:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MMaycock
2019-00030697,244 WASHINGTON AVE,04/05/2019 01:10:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00030694,23 LIEGE ST,04/05/2019 01:01:00 PM,4,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00030693,350 SILVER SPRING ST,04/05/2019 12:59:29 PM,4,2019,"Fraud, Swindle",19-9-29,BANK FRAUD,1,FFurtado
2019-00030693,350 SILVER SPRING ST,04/05/2019 12:59:29 PM,4,2019,"Fraud, Swindle",19-9-29,BANK FRAUD,1,FFurtado
2019-00030692,HOPE ST & SHELDON ST,04/05/2019 12:49:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,FMoody
2019-00030681,188 PRINCETON AVE,04/05/2019 12:19:00 PM,4,2019,Juvenile Matter,Not Used,No violations,0,ECraven
2019-00030675,80 CURTIS ST,04/05/2019 12:03:00 PM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2019-00030670,343 BROAD ST,04/05/2019 11:24:00 AM,4,2019,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,ECuellar
2019-00030670,343 BROAD ST,04/05/2019 11:24:00 AM,4,2019,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,ECuellar
2019-00500494,10 DAVOL SQ,04/05/2019 10:59:36 AM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MCute
2019-00030659,99 KENNEDY PLZ,04/05/2019 10:49:00 AM,4,2019,Drug Offenses,21-28-4.01-C2-(iv),POSSESSION OF MARIJUANA 1OZ OR LESS UNDER 18 YEARS OLD,1,FNewton
2019-00030661,128 PRUDENCE AVE,04/05/2019 10:46:54 AM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,JDalton
2019-00030657,387 CHARLES ST,04/05/2019 10:36:20 AM,4,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,MTella
2019-00030654,1 RANDALL ST,04/05/2019 10:26:00 AM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AHampton
2019-00030643,134 CHAD BROWN ST,04/05/2019 09:23:06 AM,4,2019,"Fraud, Swindle",11-18-1.1,FRAUDULENT INSURANCE CLAIM/STOLEN MV,1,JMadeira
2019-00030631,338 DOUGLAS AVE,04/05/2019 08:59:00 AM,4,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2019-00030629,68 WOODMAN ,04/05/2019 08:52:00 AM,4,2019,RI Statute Violation,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,1,TRudd
2019-00030619,138 ROOSEVELT ST,04/05/2019 08:24:00 AM,4,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00030616,979 BRANCH AVE,04/05/2019 08:16:00 AM,4,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00030612,61 FUNSTON AVE,04/05/2019 08:06:49 AM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,JKane
2019-00030610,34 VIOLA ST,04/05/2019 07:42:08 AM,4,2019,Request for Assistance,Not Used,No violations,0,JDalton
2019-00030603,943 CHALKSTONE AVE ,04/05/2019 06:55:00 AM,4,2019,Municipal Code Violation,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,1,Central Station
2019-00030596,145 CAROLINA AVE,04/05/2019 04:03:00 AM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,WSherrill
2019-00030592,533 ELMWOOD AVE,04/05/2019 02:56:00 AM,4,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,KRosado
2019-00030592,533 ELMWOOD AVE,04/05/2019 02:56:00 AM,4,2019,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,KRosado
2019-00030581,167 WALLACE ST,04/05/2019 01:32:00 AM,4,2019,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,RByfield
2019-00030579,1 KENNEDY PLZ,04/05/2019 01:25:00 AM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,AMoore
2019-00030577,BENEDICT ST & SORRENTO ST,04/05/2019 01:17:00 AM,4,2019,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,RFedo
2019-00030568,ELMWOOD AVE & POTTERS AVE,04/05/2019 12:21:00 AM,4,2019,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2,LFerreras
2019-00030555,393 CHARLES ST,04/04/2019 11:28:00 PM,4,2019,"Fraud, Swindle",11-18-26,OBTAINFOOD/ACCOMODATIONS W/INTENT TO DEFRAUD,1,MVoyer
2019-00030549,SYCAMORE STREET ,04/04/2019 10:49:00 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,KBarth
2019-00030537,12 KIPLING ST,04/04/2019 09:47:00 PM,4,2019,Auto Towed,Not Used,Parking or MV Violation,0,ASchneider
2019-00030531,1185 N  MAIN ST,04/04/2019 09:17:00 PM,4,2019,Assist Prostitution,11-34-1,PANDERING,1,ECuellar
2019-00030528,66 STERLING AVE,04/04/2019 09:14:00 PM,4,2019,Request for Assistance,Not Used,No violations,0,Central Station
2019-00030529,485 PUBLIC ST,04/04/2019 09:11:00 PM,4,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,DHernandez
2019-00030503,20 WHELAN RD,04/04/2019 07:47:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,LMarroquin
2019-00030495,CRANSTON ST & WALDO ST,04/04/2019 07:26:00 PM,4,2019,Auto Towed,Not Used,Parking or MV Violation,0,LPelaez
2019-00030494,GALLUP ST & GORDON AVE,04/04/2019 07:23:00 PM,4,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2,ASchneider
2019-00030490,428 ADELAIDE AVE,04/04/2019 07:03:57 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,KDemarco
2019-00030486,328 ATWELLS AVE,04/04/2019 06:40:00 PM,4,2019,Robbery,11-39-1,ROBBERY-1ST DEGREE,2,GKue
2019-00030476,600 MT PLEASANT AVE,04/04/2019 06:06:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,CCastagliuolo
2019-00500497,66 STERLING AVE,04/04/2019 06:04:24 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCute
2019-00030472,24 TAPPAN ST,04/04/2019 05:55:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00030467,24 TAPPAN ST,04/04/2019 05:38:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00030462,HARTFORD AVE & LAUREL HILL AVE,04/04/2019 05:34:00 PM,4,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,INerney
2019-00030462,HARTFORD AVE & LAUREL HILL AVE,04/04/2019 05:34:00 PM,4,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,INerney
2019-00030464,N  MAIN ST & SMITH ST,04/04/2019 05:24:00 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCifuentes
2019-00030455,1 PROVIDENCE PL,04/04/2019 05:04:00 PM,4,2019,Medical Aid,Not Used,No violations,0,RAbenante
2019-00030447,380 HOPE ST,04/04/2019 04:57:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00500498,100 FRANCIS ST,04/04/2019 04:42:26 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MCute
2019-00030439,EDDY ST & JOHNSON ST,04/04/2019 04:40:38 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JDeschamps
2019-00030433,38 PLEASANT VALLEY PKWY,04/04/2019 04:20:00 PM,4,2019,Traffic Violation,31-11-18.1,"Driving after Denial, Revocation or Suspension for Misd.",1,JLopes
2019-00030433,38 PLEASANT VALLEY PKWY,04/04/2019 04:20:00 PM,4,2019,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,JLopes
2019-00030431,392 ACADEMY AVE,04/04/2019 04:12:00 PM,4,2019,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,DLiu
2019-00030431,392 ACADEMY AVE,04/04/2019 04:12:00 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,DLiu
2019-00030432,590 CHARLES ST,04/04/2019 04:10:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GValletta
2019-00030427,WESTMINSTER ST & BARTON ST,04/04/2019 04:04:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GKue
2019-00030422,3 WHELAN RD,04/04/2019 03:57:00 PM,4,2019,Municipal Code Violation,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,1,MMena-Torres
2019-00030421,81 WASHINGTON AVE,04/04/2019 03:54:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00030412,EDDY ST & JOHNSON ST,04/04/2019 03:32:55 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,DHull
2019-00030420,87 ALTHEA ST,04/04/2019 03:30:00 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,LPelaez
2019-00030408,603 CHARLES STREET ,04/04/2019 03:25:00 PM,4,2019,Request for Assistance,Not Used,No violations,0,Central Station
2019-00030405,244 WASHINGTON AVE,04/04/2019 03:14:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00030402,BROWN ST & LLOYD AVE,04/04/2019 03:03:59 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,VPazzetta
2019-00030401,97 GALLATIN ST,04/04/2019 02:54:00 PM,4,2019,Medical Aid,Not Used,No violations,0,ASchneider
2019-00030395,149 MESSER ST,04/04/2019 02:21:00 PM,4,2019,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,LPelaez
2019-00030379,DOUGLAS AVE & CHALKSTONE AVE,04/04/2019 01:36:01 PM,4,2019,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,JMadeira
2019-00030362,BROAD STREET ,04/04/2019 01:02:00 PM,4,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00030344,291 DUDLEY ST,04/04/2019 11:55:00 AM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,KDemarco
2019-00030328,146 ALMY ST,04/04/2019 11:00:00 AM,4,2019,Larceny from Motor Vehicle,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,1,DSchiavulli
2019-00030327,380 HOPE ST,04/04/2019 10:59:00 AM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00030322,522 CHALKSTONE AVE,04/04/2019 10:37:00 AM,4,2019,Property Damage,Not Used,No violations,0,Central Station
2019-00030320,188 PRINCETON AVE,04/04/2019 10:27:00 AM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,ECraven
2019-00030301,125 GOVERNOR ST,04/04/2019 09:17:22 AM,4,2019,D.O.A.,Not Used,No violations,0,BCorcoran
2019-00030295,437 CHARLES ST,04/04/2019 08:57:26 AM,4,2019,RI Statute Violation,11-59-3,VIOLATION OF RESTRAINING ORDER,1,MTella
2019-00030289,111 YALE AVE,04/04/2019 08:27:00 AM,4,2019,Municipal Code Violation,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,1,JO
2019-00030282,164 BROAD ST,04/04/2019 08:16:00 AM,4,2019,Request for Assistance,Not Used,No violations,0,Central Station
2019-00030273,25 SACKETT ST,04/04/2019 07:03:00 AM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,KShea
2019-00030273,25 SACKETT ST,04/04/2019 07:03:00 AM,4,2019,RI Statute Violation,11-59-3,VIOLATION OF RESTRAINING ORDER,1,KShea
2019-00030243,MANTON AVE/PLAINFIELD ST ,04/04/2019 12:34:00 AM,4,2019,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,CVingi
2019-00030205,121 SPRUCE ST,04/03/2019 10:44:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MRudolph
2019-00030199,1 PROVIDENCE PL,04/03/2019 09:42:00 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,SIm
2019-00030199,1 PROVIDENCE PL,04/03/2019 09:42:00 PM,4,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,SIm
2019-00030194,218 DEXTER ST,04/03/2019 09:35:00 PM,4,2019,Drug Offenses,21-28-4.01-C2-(iii),POSSESSION OF MARIJUANA 1OZ OR LESS OVER 18 YEARS OF AGE,1,VLopez
2019-00030173,24 TAPPAN ST,04/03/2019 07:53:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00030169,870 DOUGLAS AVE,04/03/2019 07:46:00 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JSalmeron
2019-00030156,9 BODELL AVE,04/03/2019 07:00:00 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JGutierrez
2019-00030155,5 ELMWOOD AVE,04/03/2019 06:59:00 PM,4,2019,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,ASchneider
2019-00030155,5 ELMWOOD AVE,04/03/2019 06:59:00 PM,4,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,ASchneider
2019-00030148,131 VEAZIE ST,04/03/2019 06:38:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,NManfredi
2019-00030142,850 MANTON AVE,04/03/2019 06:20:00 PM,4,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00030138,24 TAPPAN ST,04/03/2019 06:10:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00030130,90 OCEAN ST,04/03/2019 05:48:00 PM,4,2019,"Assault, Aggravated",11-5-1,ASSAULT W/ INTENT TO COMMIT A FELONY - SERIOUS INJURY,1,ITavarez
2019-00500499,382 THAYER ST,04/03/2019 05:35:29 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MCute
2019-00030111,500 HARTFORD AVE,04/03/2019 05:12:00 PM,4,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00030105,93 CATHEDRAL AVE,04/03/2019 04:52:00 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,Central Station
2019-00030095,136 KNIGHT ST,04/03/2019 04:33:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
