CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2019-00014233,75 DORCHESTER AVE,02/14/2019 09:34:00 AM,2,2019,Threats,Not Used,No violations,0,JAndrade
2019-00008377,1828 WESTMINSTER ST,01/27/2019 10:24:00 AM,1,2019,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,JAndrade
2019-00009403,70 ATWOOD ST,01/30/2019 11:04:00 AM,1,2019,Threats,Not Used,No violations,0,JAndrade
2019-00007223,185 UNION AVE,01/24/2019 07:42:00 AM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,JAndrade
2019-00010016,1880 WESTMINSTER ST,02/01/2019 12:16:00 PM,2,2019,Property Damage,Not Used,No violations,0,JAndrade
2018-00121649,BROAD ST & ADELAIDE AVE,11/19/2018 03:35:00 PM,11,2018,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,LCastro
2018-00121649,BROAD ST & ADELAIDE AVE,11/19/2018 03:35:00 PM,11,2018,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,LCastro
2018-00121603,33 GLADSTONE ST,11/19/2018 12:33:00 PM,11,2018,Narcotics,Not Used,No violations,0,LCastro
2018-00123710,MESSER ST & UNION AVE,11/26/2018 11:02:00 AM,11,2018,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,LCastro
2018-00123710,MESSER ST & UNION AVE,11/26/2018 11:02:00 AM,11,2018,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,LCastro
2018-00124793,NARRAGANSETT AVE & WOODMONT ST,11/29/2018 04:04:00 PM,11,2018,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,5,LCastro
2018-00124793,NARRAGANSETT AVE & WOODMONT ST,11/29/2018 04:04:00 PM,11,2018,Drug Offenses,21-28-4.01-C1B,POSSESSION OF MARIJUANA-SUB OFFENSE,1,LCastro
2018-00124793,NARRAGANSETT AVE & WOODMONT ST,11/29/2018 04:04:00 PM,11,2018,Drug Offenses,21-28-4.01.1-A5,MANUFAC/POSS/DELIVER MARIJUANA-1-5 KG,1,LCastro
2019-00011824,60 HARTFORD AVE,02/06/2019 06:11:00 PM,2,2019,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,3,LCastro
2018-00103495,ATWELLS AVE & PARNELL ST,09/29/2018 11:25:00 PM,9,2018,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,SComella
2018-00103495,ATWELLS AVE & PARNELL ST,09/29/2018 11:25:00 PM,9,2018,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,SComella
2018-00103495,ATWELLS AVE & PARNELL ST,09/29/2018 11:25:00 PM,9,2018,Traffic Violation,31-27-4.1,Eluding a Law Enforcement Officer with a MV in a High Speed Pursuit,1,SComella
2018-00103050,VALLEY ST & HEMLOCK ST,09/28/2018 11:21:00 PM,9,2018,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,SComella
2018-00094776,220 INDIA ST,09/07/2018 09:26:00 PM,9,2018,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,SComella
2018-00094776,220 INDIA ST,09/07/2018 09:26:00 PM,9,2018,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,SComella
2018-00094776,220 INDIA ST,09/07/2018 09:26:00 PM,9,2018,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,SComella
2018-00107711,CHALKSTONE AVE & FERN ST,10/11/2018 02:34:00 AM,10,2018,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,SComella
2018-00134392,ATWELLS AVE & VALLEY ST,12/29/2018 12:44:00 AM,12,2018,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,SComella
2018-00501378,SUTTON STREET NEAR ATWELLS AVE ,11/16/2018 08:14:31 PM,11,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,SComella
2018-00501377,250 N VEAZIE ST 1 ,11/18/2018 11:08:50 AM,11,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,SComella
2018-00501379,28 E  TRANSIT ST,11/16/2018 03:56:01 PM,11,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,SComella
2018-00126353,BERKSHIRE ST & ADMIRAL ST,12/04/2018 03:10:00 AM,12,2018,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,SComella
2019-00008245,AVENTINE ST/ PAUL ST ,01/26/2019 11:54:00 PM,1,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,SComella
2019-00018343,CAMDEN AVE & CHAD BROWN ST,02/26/2019 11:41:00 PM,2,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,SComella
2019-00018343,CAMDEN AVE & CHAD BROWN ST,02/26/2019 11:41:00 PM,2,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,SComella
2018-00094381,825 CHALKSTONE AVE,09/07/2018 01:02:59 AM,9,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ADaCruz
2018-00097515,57 EDDY ST,09/15/2018 02:26:38 AM,9,2018,Threats,Not Used,No violations,0,ADaCruz
2018-00097033,76 WESTMINSTER ST,09/14/2018 05:11:51 AM,9,2018,Suspicious Person,Not Used,No violations,0,ADaCruz
2018-00101615,99 KENNEDY PLZ,09/25/2018 05:38:00 AM,9,2018,"Larceny, Other",11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,1,ADaCruz
2018-00104958,122 FOUNTAIN ST,10/04/2018 01:53:48 AM,10,2018,Larceny from Motor Vehicle,11-41-6,ATTEMPTED LARCENY/U $1500 - FROM MV,1,ADaCruz
2018-00108478,CLAVERICK ST & CLIFFORD ST,10/13/2018 03:44:13 AM,10,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADaCruz
2018-00114898,15 PARK ROW WEST ST ,10/31/2018 01:30:24 AM,10,2018,Medical Aid,Not Used,No violations,0,ADaCruz
2018-00133303,1 W  EXCHANGE ST,12/25/2018 12:13:35 AM,12,2018,Trespass,Not Used,No violations,0,ADaCruz
2019-00000322,1 UNION STA,01/02/2019 01:04:17 AM,1,2019,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,ADaCruz
2019-00002163,1 FINANCE WAY,01/07/2019 11:48:04 PM,1,2019,Assistance Rendered,Not Used,No violations,0,ADaCruz
2019-00001654,1 W  EXCHANGE ST,01/06/2019 03:07:19 AM,1,2019,Trespass,Not Used,No violations,0,ADaCruz
2019-00001347,1 PROVIDENCE PL,01/05/2019 02:52:17 AM,1,2019,Tresspassing,11-44-26,WILLFUL TRESPASS,1,ADaCruz
2019-00001347,1 PROVIDENCE PL,01/05/2019 02:52:17 AM,1,2019,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,ADaCruz
2019-00001347,1 PROVIDENCE PL,01/05/2019 02:52:17 AM,1,2019,Drug Offenses,21-28-4.01-C1B,POSSESSION OF MARIJUANA-1st OFFENSE,1,ADaCruz
2019-00004024,32 EXCHANGE TER,01/14/2019 01:12:06 AM,1,2019,Medical Aid,Not Used,No violations,0,ADaCruz
2018-00130045,1 PROVIDENCE PL,12/14/2018 11:44:14 PM,12,2018,Trespass,Not Used,No violations,0,ADaCruz
2018-00123615,HARRIS AVE ,11/26/2018 12:11:17 AM,11,2018,Assistance Rendered,Not Used,No violations,0,ADaCruz
2018-00120162,1 W  EXCHANGE ST,11/15/2018 04:23:57 AM,11,2018,Trespass,Not Used,No violations,0,ADaCruz
2019-00014900,10 DORRANCE ST,02/16/2019 04:39:36 AM,2,2019,Suspicious Person,Not Used,No violations,0,ADaCruz
2019-00009034,1 W  EXCHANGE ST,01/29/2019 05:04:29 AM,1,2019,Trespass,Not Used,No violations,0,ADaCruz
2019-00010873,1 PARK ROW WEST ST ,02/03/2019 10:40:05 PM,2,2019,Suspicious Person,Not Used,No violations,0,ADaCruz
2019-00011606,1 PROVIDENCE PL,02/06/2019 01:32:10 AM,2,2019,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,ADaCruz
2018-00098621,1481 BROAD ST,09/17/2018 05:47:59 PM,9,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,KDemarco
2018-00099216,BROAD ST & SOMERSET ST,09/19/2018 12:32:00 PM,9,2018,Municipal Code Violation,Sec. 23-32.  ," Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",1,KDemarco
2018-00094147,166 WASHINGTON AVE,09/06/2018 12:53:00 PM,9,2018,Municipal Code Violation,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,1,KDemarco
2018-00110413,50 ROUNDS AVE,10/18/2018 05:54:31 PM,10,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,KDemarco
2019-00003000,260 NEW YORK AVE,01/10/2019 06:23:36 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,KDemarco
2019-00007054,1000 ELMWOOD AVE,01/23/2019 06:52:00 PM,1,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,KDemarco
2018-00109723,91 TRASK ST,10/16/2018 06:33:00 PM,10,2018,Lost Article,Not Used,No violations,0,Central Station
2019-00000908,1297 BROAD ST,01/03/2019 09:33:00 PM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,KDemarco
2019-00000908,1297 BROAD ST,01/03/2019 09:33:00 PM,1,2019,RI Statute Violation,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/O DMG,1,KDemarco
2018-00132978,1304 BROAD ST,12/23/2018 07:30:34 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,KDemarco
2018-00134579,1000 ELMWOOD AVE,12/29/2018 04:37:00 PM,12,2018,Warrant\Capias,BWARRANT-OS,BENCH WARRANT ISSUED - OUT OF STATE,1,KDemarco
2018-00134579,1000 ELMWOOD AVE,12/29/2018 04:37:00 PM,12,2018,Traffic Violation,31-17-6,"Yielding to Emergency Vehicles, Failure to Yield ROW",1,KDemarco
2018-00134710,235 RHODES ST,12/30/2018 02:34:36 AM,12,2018,Burglary,11-8-1,BURGLARY,1,KDemarco
2018-00133004,533 ELMWOOD AVE,12/23/2018 09:57:00 PM,12,2018,Tresspassing,11-44-26,WILLFUL TRESPASS,1,KDemarco
2018-00132154,863 BROAD ST,12/21/2018 12:51:00 PM,12,2018,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,KDemarco
2018-00119609,LOCKWOOD ST & W CLIFFORD ST,11/13/2018 12:30:00 PM,11,2018,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,KDemarco
2018-00119413,48 MILLER AVE,11/12/2018 05:43:47 PM,11,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,KDemarco
2018-00122948,457 ELMWOOD AVE,11/23/2018 05:33:00 PM,11,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,KDemarco
2018-00124459,66 FARRAGUT AVE,11/28/2018 03:13:18 PM,11,2018,"Fraud, Credit Card",11-49-3,THEFT - OBTAINING CREDIT CARD-FELONY - CREDIT CARD,1,KDemarco
2018-00124555,48 MILLER AVE,11/28/2018 07:09:00 PM,11,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,KDemarco
2018-00124181,1481 BROAD ST,11/27/2018 05:24:21 PM,11,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,KDemarco
2018-00124801,465 ELMWOOD AVE,11/29/2018 04:24:51 PM,11,2018,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,KDemarco
2018-00130808,44 BRIDGHAM ST,12/17/2018 11:49:00 AM,12,2018,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,KDemarco
2018-00128159,1000 ELMWOOD AVE,12/09/2018 03:00:30 PM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,KDemarco
2019-00010106,97 PAYTON ST,02/01/2019 04:26:00 PM,2,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,KDemarco
2019-00008534,937 BROAD ST,01/27/2019 08:29:36 PM,1,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,KDemarco
2019-00018005,1321 BROAD ST,02/25/2019 06:48:00 PM,2,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,KDemarco
2019-00018505,244 WASHINGTON AVE,02/27/2019 03:16:00 PM,2,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,KDemarco
2019-00018186,157 WILLOW ST,02/26/2019 01:34:56 PM,2,2019,Burglary,11-8-1,BURGLARY,1,KDemarco
2019-00018290,40 FARRAGUT AVE,02/26/2019 06:57:09 PM,2,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,KDemarco
2018-00112755,PARTRIDGE ST & AURORA ST,10/25/2018 09:53:00 AM,10,2018,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,BDyer
2019-00001327,1 ANDEM ST,01/05/2019 01:19:00 AM,1,2019,Murder\Manslaughter,11-23-1,MURDER-1ST DEGREE,1,BDyer
2018-00112739,1 CADILLAC DR,10/25/2018 08:38:00 AM,10,2018,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,EGreene
2019-00001027,617 SMITH ST,01/04/2019 09:07:00 AM,1,2019,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,EGreene
2019-00006995,1245 N  MAIN ST,01/23/2019 03:50:00 PM,1,2019,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,EGreene
2019-00006995,1245 N  MAIN ST,01/23/2019 03:50:00 PM,1,2019,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,EGreene
2018-00126495,61 PAYTON ST,12/04/2018 02:33:00 PM,12,2018,Weapons,11-47-5,POSS OF ARMS BY CONVICT IN CRIME OF VIOL/FUGITIVE,10,EGreene
2018-00126495,61 PAYTON ST,12/04/2018 02:33:00 PM,12,2018,Weapons,11-47-35,ILLEGAL SALE OF A CONCEALED FIREARM,1,EGreene
2018-00126495,61 PAYTON ST,12/04/2018 02:33:00 PM,12,2018,RI Statute Violation,11-1-6,CONSPIRACY - ALL OTH OFFENSE,1,EGreene
2018-00126495,61 PAYTON ST,12/04/2018 02:33:00 PM,12,2018,Weapons,11-47-37,SALE TO MINORS AND OTHERS FORBIDDEN,1,EGreene
2018-00126495,61 PAYTON ST,12/04/2018 02:33:00 PM,12,2018,Weapons,11-47-35.2,SALE OF RIFLES AND SHOTGUNS,1,EGreene
2018-00126495,61 PAYTON ST,12/04/2018 02:33:00 PM,12,2018,Weapons,11-47-38,RETAILING WITHOUT A LICENSE,1,EGreene
2018-00126495,61 PAYTON ST,12/04/2018 02:33:00 PM,12,2018,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,EGreene
2018-00127470,191 CARLETON ST,12/07/2018 01:53:00 PM,12,2018,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,EGreene
2018-00127470,191 CARLETON ST,12/07/2018 01:53:00 PM,12,2018,Weapons,11-47-5,POSS OF ARMS BY CONVICT IN CRIME OF VIOL/FUGITIVE,1,EGreene
2018-00127470,191 CARLETON ST,12/07/2018 01:53:00 PM,12,2018,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,EGreene
2018-00130985,579 PUBLIC ST,12/17/2018 10:33:00 PM,12,2018,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,EGreene
2018-00132465,325 WASHINGTON ST,12/22/2018 09:19:00 AM,12,2018,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,JGreeno
2018-00097371,28 JILLSON ST,09/14/2018 09:41:00 PM,9,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,AGroot
2018-00099780,244 WASHINGTON AVE,09/20/2018 05:48:23 PM,9,2018,Juvenile Matter,Not Used,No violations,0,AGroot
2018-00097715,73 GEORGIA AVE,09/15/2018 03:29:31 PM,9,2018,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,AGroot
2018-00097371,28 JILLSON ST,09/14/2018 09:41:00 PM,9,2018,"Assault, Aggravated",11-5-2.3,ASSAULT BY STRANGULATION 12-29-5,1,AGroot
2018-00097371,28 JILLSON ST,09/14/2018 09:41:00 PM,9,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,AGroot
2018-00104762,211 OXFORD ST,10/03/2018 03:19:00 PM,10,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,AGroot
2018-00104762,211 OXFORD ST,10/03/2018 03:19:00 PM,10,2018,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,AGroot
2018-00104550,92 GEORGIA AVE,10/02/2018 08:08:20 PM,10,2018,Request for Assistance,Not Used,No violations,0,AGroot
2018-00102583,74 TORONTO AVE,09/27/2018 07:06:00 PM,9,2018,Stolen Vehicle\Recovered,Not Used,No violations,0,AGroot
2018-00102634,229 ALABAMA AVE,09/27/2018 09:50:00 PM,9,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,AGroot
2018-00102203,113 MASSACHUSETTS AVE,09/26/2018 07:27:18 PM,9,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,AGroot
2018-00102976,361 RESERVOIR AVE,09/28/2018 07:42:42 PM,9,2018,Medical Aid,Not Used,No violations,0,AGroot
2018-00100783,208 CALIFORNIA AVE,09/22/2018 09:54:00 PM,9,2018,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,AGroot
2018-00100142,820 ALLENS AVE,09/21/2018 02:58:48 PM,9,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,AGroot
2018-00100154,1000 ELMWOOD AVE,09/21/2018 03:29:54 PM,9,2018,Article Found,Not Used,No violations,0,AGroot
2018-00109664,NEW YORK AVE & TERMINAL RD,10/16/2018 03:41:28 PM,10,2018,Accident,Not Used,No violations,0,AGroot
2018-00107158,148 PORTER ST,10/09/2018 05:12:00 PM,10,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,AGroot
2018-00106805,4 WASHINGTON AVE,10/08/2018 04:37:00 PM,10,2018,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,AGroot
2018-00113975,19 CAROLINA AVE,10/28/2018 02:39:32 PM,10,2018,Disturbance,Not Used,No violations,0,AGroot
2018-00113996,160 PORTER ST,10/28/2018 03:52:21 PM,10,2018,Request for Assistance,Not Used,No violations,0,AGroot
2018-00118766,210 OHOI AVE ,11/10/2018 07:02:30 PM,11,2018,Request for Assistance,Not Used,No violations,0,AGroot
2018-00118758,83 N CALIFORNIA AVE ,11/10/2018 06:52:00 PM,11,2018,Request for Assistance,Not Used,No violations,0,AGroot
2018-00118332,144 INDIANA AVE,11/09/2018 03:04:49 PM,11,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,AGroot
2018-00132308,81 WASHINGTON AVE,12/21/2018 08:36:00 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,AGroot
2018-00133675,20 WILDWOOD AVE,12/26/2018 05:29:00 PM,12,2018,Request for Assistance,Not Used,No violations,0,AGroot
2018-00133691,291 VERMONT AVE,12/26/2018 06:40:18 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,AGroot
2019-00000246,1245 EDDY ST,01/01/2019 04:37:06 PM,1,2019,Property Damage,Not Used,No violations,0,AGroot
2019-00000301,81 WASHINGTON AVE,01/01/2019 10:15:00 PM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,AGroot
2019-00005821,193 WASHINGTON AVE,01/19/2019 04:32:00 PM,1,2019,Article Found,Not Used,No violations,0,AGroot
2019-00005548,6 WASHINGTON AVE,01/18/2019 08:38:00 PM,1,2019,Drug Offenses,21-28-4.01-C2-(iii),POSSESSION OF MARIJUANA 1OZ OR LESS OVER 18 YEARS OF AGE,1,AGroot
2019-00005512,24 CALLA ST,01/18/2019 05:51:00 PM,1,2019,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,AGroot
2019-00007366,177 GEORGIA AVE,01/24/2019 03:28:24 PM,1,2019,Accident,Not Used,No violations,0,AGroot
2019-00007463,22 CALLA ST,01/24/2019 07:50:42 PM,1,2019,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,AGroot
2019-00003965,1280 BROAD ST,01/13/2019 08:24:00 PM,1,2019,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,AGroot
2019-00004176,MICHIGAN AVE & ALABAMA AVE,01/14/2019 03:23:01 PM,1,2019,Auto Towed,Not Used,Parking or MV Violation,0,AGroot
2018-00129599,81 WASHINGTON AVE,12/13/2018 05:58:28 PM,12,2018,Human Trafficking,11-67-6,HUMAN TRAFFICKING OF A MINOR,1,AGroot
2018-00127591,307 WASHINGTON AVE,12/07/2018 07:10:50 PM,12,2018,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,AGroot
2018-00127519,303 MASSACHUSETTS AVE,12/07/2018 03:52:34 PM,12,2018,Medical Aid,Not Used,No violations,0,AGroot
2018-00127950,24 CALLA ST,12/08/2018 08:33:00 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,AGroot
2018-00126181,1 VIRGINIA AVE,12/03/2018 04:30:15 PM,12,2018,Suspicious Person,Not Used,No violations,0,AGroot
2018-00126262,125 CAROLINA AVE,12/03/2018 08:59:00 PM,12,2018,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,AGroot
2018-00123817,212 OHIO AVE,11/26/2018 03:25:07 PM,11,2018,Auto Towed,Not Used,Parking or MV Violation,0,AGroot
2018-00123565,81 WASHINGTON ST,11/25/2018 08:02:38 PM,11,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,AGroot
2018-00120316,111 PORTER ST,11/15/2018 03:26:00 PM,11,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,AGroot
2018-00121739,199 NEW YORK AVE,11/19/2018 07:22:43 PM,11,2018,Assistance Rendered,Not Used,No violations,0,AGroot
2019-00009762,460 ALLENS AVE,01/31/2019 03:03:38 PM,1,2019,Request for Assistance,Not Used,No violations,0,AGroot
2019-00011554,244 WASHINGTON AVE,02/05/2019 09:56:00 PM,2,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,AGroot
2019-00011554,244 WASHINGTON AVE,02/05/2019 09:56:00 PM,2,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AGroot
2019-00013523,30 BROOM ST,02/11/2019 09:02:54 PM,2,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AGroot
2019-00013511,361 RESERVOIR AVE,02/11/2019 08:17:08 PM,2,2019,Medical Aid,Not Used,No violations,0,AGroot
2019-00012493,243 MASSACHUSETTS AVE,02/08/2019 06:14:04 PM,2,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,AGroot
2019-00003417,1 FRANKLIN SQ ,01/12/2019 12:32:00 AM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,FGuerra
2018-00101625,11 EAGLE ST,09/25/2018 06:50:12 AM,9,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CKennedy
2018-00103637,264 ADELAIDE AVE,09/30/2018 08:41:18 AM,9,2018,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,CKennedy
2018-00098405,HEMLOCK ST & VALLEY ST,09/17/2018 09:09:19 AM,9,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,CKennedy
2018-00093367,11 GRAY ST,09/04/2018 11:46:38 AM,9,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,CKennedy
2018-00093278,14 MINK RD,09/04/2018 06:32:10 AM,9,2018,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,CKennedy
2018-00093343,26 CASE LN,09/04/2018 10:46:34 AM,9,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,CKennedy
2018-00094465,12 EAGLE ST,09/07/2018 09:01:00 AM,9,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CKennedy
2018-00094564,79 EAGLE ST,09/07/2018 01:53:00 PM,9,2018,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,CKennedy
2018-00096430,28 SIMS AVE,09/12/2018 12:49:17 PM,9,2018,Motor Vehicle Theft,11-41-1,LARCENY/U $1500 - AUTO THEFT,1,CKennedy
2018-00114381,DOUGLAS/CHAD BROWN ST ,10/29/2018 05:22:00 PM,10,2018,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,CKennedy
2018-00114381,DOUGLAS/CHAD BROWN ST ,10/29/2018 05:22:00 PM,10,2018,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,CKennedy
2018-00114226,850 MANTON AVE,10/29/2018 09:39:31 AM,10,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CKennedy
2018-00114948,28 WISDOM AVE,10/31/2018 07:46:35 AM,10,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,CKennedy
2018-00108095,11 EAGLE ST,10/12/2018 07:59:11 AM,10,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CKennedy
2018-00108095,11 EAGLE ST,10/12/2018 07:59:11 AM,10,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CKennedy
2018-00109893,14 MCCLELLAN ST,10/17/2018 09:44:35 AM,10,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,CKennedy
2018-00111714,850 MANTON AVE,10/22/2018 11:59:58 AM,10,2018,Tresspassing,11-44-26,WILLFUL TRESPASS,1,CKennedy
2019-00004388,30 STANDISH AVE,01/15/2019 07:17:38 AM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,CKennedy
